log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG04813,CUST02902,"Thank you, the issue has been resolved quickly.",positive,
LOG04814,CUST01065,I love the new mobile app features.,positive,
LOG04815,CUST09371,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04816,CUST01432,"Great customer service, very helpful team.",positive,
LOG04817,CUST00159,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04818,CUST05590,I cannot access my account – it seems blocked.,negative,blocked
LOG04819,CUST01154,"Excellent experience overall, keep it up.",positive,
LOG04820,CUST09548,What are the current interest rates for savings accounts?,neutral,
LOG04821,CUST05422,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04822,CUST01734,What documents are needed for a loan application?,neutral,
LOG04823,CUST00921,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04824,CUST03269,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04825,CUST01330,What documents are needed for a loan application?,neutral,
LOG04826,CUST01503,What are the current interest rates for savings accounts?,neutral,
LOG04827,CUST01501,What documents are needed for a loan application?,neutral,
LOG04828,CUST07094,How do I update my contact details?,neutral,
LOG04829,CUST03819,What documents are needed for a loan application?,neutral,
LOG04830,CUST00820,What are the current interest rates for savings accounts?,neutral,
LOG04831,CUST01302,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04832,CUST05250,Can I increase my credit limit?,neutral,
LOG04833,CUST08673,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04834,CUST07800,What are the current interest rates for savings accounts?,neutral,
LOG04835,CUST08116,My card was charged twice and no one is fixing it.,negative,
LOG04836,CUST07688,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04837,CUST09697,I am very unhappy with how my complaint was handled.,negative,
LOG04838,CUST07251,"Thank you, the issue has been resolved quickly.",positive,
LOG04839,CUST08317,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG04840,CUST01304,I cannot access my account – it seems blocked.,negative,blocked
LOG04841,CUST03240,What are the current interest rates for savings accounts?,neutral,
LOG04842,CUST02358,I love the new mobile app features.,positive,
LOG04843,CUST09428,"Excellent experience overall, keep it up.",positive,
LOG04844,CUST02032,"Great customer service, very helpful team.",positive,
LOG04845,CUST03084,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04846,CUST05266,"Great customer service, very helpful team.",positive,
LOG04847,CUST02662,"Great customer service, very helpful team.",positive,
LOG04848,CUST09705,The loan was approved faster than expected – very pleased.,positive,
LOG04849,CUST09856,I need to know the branch hours.,neutral,
LOG04850,CUST08302,Account blocked again. This is the third time this month.,negative,blocked
LOG04851,CUST04677,What documents are needed for a loan application?,neutral,
LOG04852,CUST06989,My card was charged twice and no one is fixing it.,negative,
LOG04853,CUST05649,I need to know the branch hours.,neutral,
LOG04854,CUST08693,My card was charged twice and no one is fixing it.,negative,
LOG04855,CUST04124,"Thank you, the issue has been resolved quickly.",positive,
LOG04856,CUST02643,I need to know the branch hours.,neutral,
LOG04857,CUST01010,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04858,CUST08093,How do I update my contact details?,neutral,
LOG04859,CUST00990,I love the new mobile app features.,positive,
LOG04860,CUST07047,Please send me my account statement.,neutral,
LOG04861,CUST07307,How do I update my contact details?,neutral,
LOG04862,CUST01446,"Thank you, the issue has been resolved quickly.",positive,
LOG04863,CUST09637,I love the new mobile app features.,positive,
LOG04864,CUST09921,I need to know the branch hours.,neutral,
LOG04865,CUST01080,What documents are needed for a loan application?,neutral,
LOG04866,CUST04300,"Excellent experience overall, keep it up.",positive,
LOG04867,CUST07386,Why is my loan application still pending? Terrible process.,negative,
LOG04868,CUST07872,I love the new mobile app features.,positive,
LOG04869,CUST08188,I need to know the branch hours.,neutral,
LOG04870,CUST08014,I need to know the branch hours.,neutral,
LOG04871,CUST08945,I love the new mobile app features.,positive,
LOG04872,CUST03118,What documents are needed for a loan application?,neutral,
LOG04873,CUST09622,What are the current interest rates for savings accounts?,neutral,
LOG04874,CUST00700,What are the current interest rates for savings accounts?,neutral,
LOG04875,CUST06714,Why is my loan application still pending? Terrible process.,negative,
LOG04876,CUST07564,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04877,CUST06607,I need to know the branch hours.,neutral,
LOG04878,CUST07609,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04879,CUST02502,The loan was approved faster than expected – very pleased.,positive,
LOG04880,CUST06318,What are the current interest rates for savings accounts?,neutral,
LOG04881,CUST00402,Can I increase my credit limit?,neutral,
LOG04882,CUST05190,What are the current interest rates for savings accounts?,neutral,
LOG04883,CUST02448,Account blocked again. This is the third time this month.,negative,blocked
LOG04884,CUST05992,Can I increase my credit limit?,neutral,
LOG04885,CUST07117,I cannot access my account – it seems blocked.,negative,blocked
LOG04886,CUST02831,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG04887,CUST09715,What are the current interest rates for savings accounts?,neutral,
LOG04888,CUST03556,"Great customer service, very helpful team.",positive,
LOG04889,CUST00269,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04890,CUST07738,The loan was approved faster than expected – very pleased.,positive,
LOG04891,CUST04439,"Great customer service, very helpful team.",positive,
LOG04892,CUST03241,I need to know the branch hours.,neutral,
LOG04893,CUST08149,I cannot access my account – it seems blocked.,negative,blocked
LOG04894,CUST02594,Can I increase my credit limit?,neutral,
LOG04895,CUST09001,I need to know the branch hours.,neutral,
LOG04896,CUST03732,I am very unhappy with how my complaint was handled.,negative,
LOG04897,CUST07972,What are the current interest rates for savings accounts?,neutral,
LOG04898,CUST08178,"Excellent experience overall, keep it up.",positive,
LOG04899,CUST07129,Account blocked again. This is the third time this month.,negative,blocked
LOG04900,CUST07985,What are the current interest rates for savings accounts?,neutral,
LOG04901,CUST05790,I cannot access my account – it seems blocked.,negative,blocked
LOG04902,CUST01097,How do I update my contact details?,neutral,
LOG04903,CUST07811,I love the new mobile app features.,positive,
LOG04904,CUST04741,"Excellent experience overall, keep it up.",positive,
LOG04905,CUST03853,"Great customer service, very helpful team.",positive,
LOG04906,CUST03546,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04907,CUST08037,Account blocked again. This is the third time this month.,negative,blocked
LOG04908,CUST05047,How do I update my contact details?,neutral,
LOG04909,CUST02599,What documents are needed for a loan application?,neutral,
LOG04910,CUST05090,I need to know the branch hours.,neutral,
LOG04911,CUST07029,What documents are needed for a loan application?,neutral,
LOG04912,CUST01997,"Excellent experience overall, keep it up.",positive,
LOG04913,CUST02121,Please send me my account statement.,neutral,
LOG04914,CUST04619,"Excellent experience overall, keep it up.",positive,
LOG04915,CUST06118,I need to know the branch hours.,neutral,
LOG04916,CUST02100,What documents are needed for a loan application?,neutral,
LOG04917,CUST09263,I love the new mobile app features.,positive,
LOG04918,CUST01035,The loan was approved faster than expected – very pleased.,positive,
LOG04919,CUST07325,How do I update my contact details?,neutral,
LOG04920,CUST06833,I need to know the branch hours.,neutral,
LOG04921,CUST03432,My card was charged twice and no one is fixing it.,negative,
LOG04922,CUST03825,I love the new mobile app features.,positive,
LOG04923,CUST07802,Why is my loan application still pending? Terrible process.,negative,
LOG04924,CUST09094,I love the new mobile app features.,positive,
LOG04925,CUST09458,I need to know the branch hours.,neutral,
LOG04926,CUST03185,Why is my loan application still pending? Terrible process.,negative,
LOG04927,CUST05273,"Great customer service, very helpful team.",positive,
LOG04928,CUST09377,What documents are needed for a loan application?,neutral,
LOG04929,CUST09714,What are the current interest rates for savings accounts?,neutral,
LOG04930,CUST04082,My card was charged twice and no one is fixing it.,negative,
LOG04931,CUST09230,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04932,CUST00318,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG04933,CUST08372,I need to know the branch hours.,neutral,
LOG04934,CUST06294,"There is a fraud transaction on my account, please help.",negative,fraud
LOG04935,CUST05270,What are the current interest rates for savings accounts?,neutral,
LOG04936,CUST08671,"Thank you, the issue has been resolved quickly.",positive,
LOG04937,CUST07581,Can I increase my credit limit?,neutral,
LOG04938,CUST01097,I am very unhappy with how my complaint was handled.,negative,
LOG04939,CUST06383,The loan was approved faster than expected – very pleased.,positive,
LOG04940,CUST04526,My card was charged twice and no one is fixing it.,negative,
LOG04941,CUST02345,What documents are needed for a loan application?,neutral,
LOG04942,CUST00968,I need to know the branch hours.,neutral,
LOG04943,CUST04041,Can I increase my credit limit?,neutral,
LOG04944,CUST00051,My card was charged twice and no one is fixing it.,negative,
LOG04945,CUST05836,I need to know the branch hours.,neutral,
LOG04946,CUST09206,Fraud alert – someone withdrew money without my permission.,negative,fraud
